x[i]  		ACKLEY								RASTRIGIN						    ROSENBROCK							SCHWEFEL
0000001.	-000000000086.7725841312889700		-000000000000.8885512615043991		0000000000001.1984112380306655		-000000000086.7725841312889700
0000002.	0000000000238.8600181224776400		0000000000002.4459265855741705		0000000000006.0829002718371650		0000000000238.8600181224776400
0000003.	0000000000203.3091858896348200		0000000000002.0818860635098613		0000000000005.5496377883445230		0000000000203.3091858896348200
0000004.	0000000000157.6395416830342800		0000000000001.6142289068342714		0000000000004.8645931252455150		0000000000157.6395416830342800
0000005.	0000000000434.9441048673100000		0000000000004.4538276338412550		0000000000009.0241615730096500		0000000000434.9441048673100000
0000006.	-000000000407.7963630796794000		-000000000004.1758347579359180		-000000000003.6169454461951913		-000000000407.7963630796794000
0000007.	-000000000472.2394264955367000		-000000000004.8357317273142960		-000000000004.5835913974330500		-000000000472.2394264955367000
0000008.	0000000000002.9917999055689960		0000000000000.0306360310330263		0000000000002.5448769985835344		0000000000002.9917999055689960
0000009.	0000000000108.6338180237739800		0000000000001.1124102965634464		0000000000004.1295072703566100		0000000000108.6338180237739800
0000010.	0000000000233.6621186239880200		0000000000002.3927000947096370		0000000000006.0049317793598200		0000000000233.6621186239880200
0000011.	0000000000051.6432457362465100		0000000000000.5288268363391646		0000000000003.2746486860436990		0000000000051.6432457362465100
0000012.	-000000000122.9955181599482300		-000000000001.2594741059578700		0000000000000.6550672276007763		-000000000122.9955181599482300
0000013.	-000000000236.4065631157861800		-000000000002.4208032063056506		-000000000001.0460984467367926		-000000000236.4065631157861800
0000014.	-000000000043.5543439295998400		-000000000000.4459964818391020		0000000000001.8466848410560024		-000000000043.5543439295998400
0000015.	-000000000260.4782800735668000		-000000000002.6672975879533243		-000000000001.4071742011035018		-000000000260.4782800735668000
0000016.	0000000000388.0176515584717000		0000000000003.9733007519587504		0000000000008.3202647733770760		0000000000388.0176515584717000
